Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
36495.0,-52.734375,-1000.0,-624.51171875,-58.10546875,0.0,1762643271.5747163,0.0
36495.0,-40.52734375,-1000.0,116.69921875,-13.18359375,0.0,1762643271.5786521,0.0
36495.0,-48.828125,-937.98828125,-146.484375,-39.55078125,0.0,1762643271.582588,0.0
36496.0,-74.21875,-1000.0,-966.796875,-96.6796875,0.0,1762643271.5863893,0.0
36496.0,5.37109375,-217.7734375,-453.125,-43.45703125,0.0,1762643271.5901904,0.0
36496.0,65.4296875,-960.9375,643.5546875,41.50390625,0.0,1762643271.5939918,0.0
36496.0,-38.0859375,950.1953125,-17.08984375,-17.578125,0.0,1762643271.5977929,0.0
36496.0,-74.21875,942.87109375,-968.75,-91.30859375,0.0,1762643271.6015942,0.0
36496.0,-10.25390625,961.9140625,-412.109375,-55.17578125,0.0,1762643271.6053953,0.0
36496.0,-1.46484375,924.8046875,369.62890625,1.46484375,0.0,1762643271.6091967,0.0
36496.0,-44.43359375,-919.921875,195.80078125,-2.9296875,0.0,1762643271.612998,0.0
36496.0,-121.58203125,-10.7421875,-813.4765625,-83.984375,0.0,1762643271.616799,0.0
36496.0,-118.1640625,-1000.0,-883.7890625,-107.421875,0.0,1762643271.6206005,0.0
36496.0,-64.94140625,-959.47265625,-193.84765625,-42.48046875,0.0,1762643271.6244016,0.0
36496.0,-73.73046875,-987.3046875,152.34375,-14.16015625,0.0,1762643271.628203,0.0
36497.0,-105.95703125,-1000.0,-558.10546875,-65.4296875,0.0,1762643271.6319914,0.0
36497.0,-84.9609375,-1000.0,-942.87109375,-97.16796875,0.0,1762643271.63578,0.0
36497.0,-68.84765625,-1000.0,-630.37109375,-60.05859375,0.0,1762643271.6395688,0.0
36497.0,-68.84765625,-935.546875,-134.27734375,-21.484375,0.0,1762643271.6433573,0.0
36497.0,-83.49609375,-1000.0,-439.94140625,-49.31640625,0.0,1762643271.6471457,0.0
36497.0,-26.3671875,-256.34765625,-643.5546875,-69.3359375,0.0,1762643271.6509345,0.0
36497.0,49.31640625,-973.6328125,123.53515625,-23.4375,0.0,1762643271.6547232,0.0
36497.0,15.625,956.54296875,757.8125,16.6015625,0.0,1762643271.6585116,0.0
36497.0,-37.109375,937.01171875,487.79296875,-7.32421875,0.0,1762643271.6623,0.0
36497.0,-67.3828125,974.609375,-423.828125,-80.078125,0.0,1762643271.6660888,0.0
36497.0,-34.1796875,966.796875,-187.98828125,-79.1015625,0.0,1762643271.6698775,0.0
36497.0,-12.20703125,966.796875,687.01171875,-17.578125,0.0,1762643271.673666,0.0
36498.0,-32.71484375,966.796875,963.37890625,10.7421875,0.0,1762643271.6774468,0.0
36498.0,-55.17578125,973.14453125,408.203125,-43.9453125,0.0,1762643271.6812277,0.0
36498.0,-28.3203125,939.453125,393.5546875,-74.21875,0.0,1762643271.6850085,0.0
36498.0,-31.25,956.54296875,888.671875,-41.015625,0.0,1762643271.6887894,0.0
36498.0,-76.66015625,-997.55859375,904.78515625,-26.85546875,0.0,1762643271.6925702,0.0
36498.0,-114.74609375,-223.14453125,439.94140625,-69.3359375,0.0,1762643271.696351,0.0
36498.0,-102.05078125,-1000.0,178.7109375,-97.16796875,0.0,1762643271.700132,0.0
36498.0,-69.3359375,-945.3125,521.484375,-59.5703125,0.0,1762643271.7039127,0.0
36498.0,-66.89453125,-998.53515625,-919.921875,-20.5078125,0.0,1762643271.7076936,0.0
36498.0,-105.95703125,-1000.0,434.08203125,-53.22265625,0.0,1762643271.7114744,0.0
36498.0,-107.421875,-1000.0,-331.54296875,-97.65625,0.0,1762643271.7152553,0.0
36498.0,-67.3828125,-1000.0,-9.765625,-83.0078125,0.0,1762643271.719036,0.0
36499.0,-42.96875,-937.98828125,751.953125,-20.01953125,0.0,1762643271.7229922,0.0
36499.0,-65.4296875,-1000.0,712.890625,-12.20703125,0.0,1762643271.7269485,0.0
36499.0,-39.55078125,-220.703125,189.453125,-56.15234375,0.0,1762643271.7309046,0.0
36499.0,17.08984375,-961.42578125,311.5234375,-56.15234375,0.0,1762643271.7348607,0.0
36499.0,-21.484375,950.68359375,541.50390625,-29.296875,0.0,1762643271.738817,0.0
36499.0,-32.2265625,939.94140625,911.62109375,0.48828125,0.0,1762643271.742773,0.0
36499.0,-16.11328125,973.6328125,921.875,-19.53125,0.0,1762643271.7467291,0.0
36499.0,-46.38671875,966.796875,359.375,-70.80078125,0.0,1762643271.7506855,0.0
36499.0,-69.3359375,966.796875,443.359375,-64.94140625,0.0,1762643271.7546415,0.0
36499.0,-48.33984375,966.796875,-941.89453125,-10.25390625,0.0,1762643271.7585976,0.0
36499.0,-56.640625,967.28515625,545.8984375,-40.52734375,0.0,1762643271.762554,0.0
36499.0,-42.96875,968.75,220.703125,-89.35546875,0.0,1762643271.76651,0.0
36500.0,-16.6015625,903.3203125,747.0703125,-58.10546875,0.0,1762643271.7700157,0.0
36500.0,-31.73828125,-894.53125,-953.61328125,-20.99609375,0.0,1762643271.7735214,0.0
36500.0,-99.12109375,202.63671875,643.5546875,-60.546875,0.0,1762643271.7770271,0.0
36500.0,-145.5078125,-1000.0,-81.54296875,-126.46484375,0.0,1762643271.7805326,0.0
36500.0,-86.42578125,-986.81640625,200.1953125,-104.4921875,0.0,1762643271.7840383,0.0
36500.0,-48.828125,-972.16796875,999.51171875,-36.1328125,0.0,1762643271.787544,0.0
36500.0,-81.54296875,-1000.0,760.7421875,-34.1796875,0.0,1762643271.7910497,0.0
36500.0,-89.84375,-1000.0,23.4375,-84.47265625,0.0,1762643271.7945554,0.0
36500.0,-56.640625,-1000.0,-140.625,-93.75,0.0,1762643271.798061,0.0
36500.0,-21.484375,-1000.0,605.46875,-30.76171875,0.0,1762643271.8015666,0.0
36500.0,-59.08203125,-1000.0,851.07421875,-13.18359375,0.0,1762643271.8050723,0.0
36500.0,-93.75,-1000.0,77.63671875,-72.75390625,0.0,1762643271.808578,0.0
36501.0,-52.24609375,-1000.0,7.8125,-92.7734375,0.0,1762643271.8123841,0.0
36501.0,-49.8046875,-1000.0,320.3125,-64.453125,0.0,1762643271.81619,0.0
36501.0,-83.984375,-988.28125,445.3125,-38.0859375,0.0,1762643271.8199959,0.0
36501.0,-87.40234375,-957.03125,-62.01171875,-60.05859375,0.0,1762643271.823802,0.0
36501.0,-78.61328125,-1000.0,-561.03515625,-101.07421875,0.0,1762643271.827608,0.0
36501.0,11.71875,-21.97265625,189.453125,-41.9921875,0.0,1762643271.831414,0.0
36501.0,47.36328125,-918.9453125,-911.1328125,29.296875,0.0,1762643271.8352199,0.0
36501.0,-52.24609375,925.29296875,347.65625,-24.4140625,0.0,1762643271.839026,0.0
36501.0,-71.2890625,954.58984375,-582.03125,-93.75,0.0,1762643271.842832,0.0
36501.0,-29.78515625,969.7265625,-147.94921875,-83.0078125,0.0,1762643271.846638,0.0
36501.0,-13.671875,967.28515625,745.60546875,-22.4609375,0.0,1762643271.8504438,0.0
36501.0,-40.0390625,966.796875,791.9921875,-8.7890625,0.0,1762643271.85425,0.0
36502.0,-81.54296875,967.7734375,-26.3671875,-81.0546875,0.0,1762643271.8589199,0.0
36502.0,-71.77734375,964.84375,-331.54296875,-108.88671875,0.0,1762643271.8635898,0.0
36502.0,-41.9921875,899.90234375,401.3671875,-45.41015625,0.0,1762643271.8682597,0.0
36502.0,-40.52734375,-864.2578125,996.58203125,8.7890625,0.0,1762643271.8729296,0.0
36502.0,-135.7421875,140.13671875,-109.375,-79.1015625,0.0,1762643271.8775995,0.0
36502.0,-121.58203125,-1000.0,-206.0546875,-129.8828125,0.0,1762643271.8822694,0.0
36502.0,18.5546875,277.83203125,923.828125,-22.94921875,0.0,1762643271.8869395,0.0
36502.0,-16.6015625,-787.59765625,949.70703125,5.37109375,0.0,1762643271.8916094,0.0
36502.0,-137.6953125,-173.828125,-90.8203125,-79.1015625,0.0,1762643271.8962793,0.0
36502.0,-117.67578125,-1000.0,-482.91015625,-113.76953125,0.0,1762643271.9009492,0.0
36502.0,-51.26953125,-949.70703125,24.4140625,-76.171875,0.0,1762643271.9056191,0.0
36502.0,-40.0390625,-993.1640625,634.27734375,-16.11328125,0.0,1762643271.910289,0.0
36503.0,-68.84765625,-1000.0,338.8671875,-13.18359375,0.0,1762643271.914215,0.0
36503.0,-76.66015625,-1000.0,-548.828125,-65.4296875,0.0,1762643271.9181411,0.0
36503.0,-45.8984375,-1000.0,-459.9609375,-78.125,0.0,1762643271.9220672,0.0
36503.0,-31.25,-937.98828125,166.015625,-26.3671875,0.0,1762643271.9259934,0.0
36503.0,-68.359375,-1000.0,195.3125,-13.18359375,0.0,1762643271.9299195,0.0
36503.0,-37.59765625,-220.703125,-167.48046875,-47.36328125,0.0,1762643271.9338455,0.0
36503.0,65.91796875,-961.9140625,319.82421875,-14.16015625,0.0,1762643271.9377716,0.0
36503.0,21.484375,950.68359375,547.36328125,11.23046875,0.0,1762643271.9416976,0.0
36503.0,-5.37109375,939.94140625,857.421875,36.62109375,0.0,1762643271.9456239,0.0
36503.0,-46.38671875,973.6328125,20.01953125,-18.5546875,0.0,1762643271.94955,0.0
36503.0,-46.875,967.28515625,-544.921875,-73.73046875,0.0,1762643271.953476,0.0
36503.0,-32.71484375,966.796875,-128.90625,-48.828125,0.0,1762643271.957402,0.0
36504.0,-45.8984375,972.16796875,394.53125,-12.20703125,0.0,1762643271.9623966,0.0
36504.0,-41.9921875,899.4140625,258.7890625,-13.18359375,0.0,1762643271.9673913,0.0
36504.0,-30.2734375,-894.04296875,-258.30078125,-52.24609375,0.0,1762643271.972386,0.0
36504.0,-93.26171875,275.390625,-478.515625,-86.42578125,0.0,1762643271.9773803,0.0
36504.0,-138.671875,-1000.0,-319.82421875,-65.4296875,0.0,1762643271.982375,0.0
36504.0,-66.89453125,-999.0234375,251.46484375,-12.6953125,0.0,1762643271.9873695,0.0
36504.0,-56.15234375,-966.30859375,-75.1953125,-43.9453125,0.0,1762643271.9923642,0.0
36504.0,-72.75390625,-1000.0,-639.16015625,-83.49609375,0.0,1762643271.9973588,0.0
36504.0,-42.96875,-1000.0,-2.9296875,-32.2265625,0.0,1762643272.0023532,0.0
36504.0,-45.8984375,-1000.0,471.6796875,6.34765625,0.0,1762643272.0073478,0.0
36504.0,-64.453125,-1000.0,-158.69140625,-41.50390625,0.0,1762643272.0123425,0.0
36504.0,-54.6875,-1000.0,-554.6875,-81.0546875,0.0,1762643272.017337,0.0
36505.0,-60.05859375,-996.58203125,-355.95703125,-67.87109375,0.0,1762643272.0200763,0.0
36505.0,-61.5234375,-944.3359375,124.51171875,-26.3671875,0.0,1762643272.0228152,0.0
36505.0,-83.0078125,-1000.0,-513.18359375,-62.5,0.0,1762643272.0255542,0.0
36505.0,-1.953125,-147.4609375,-545.8984375,-68.359375,0.0,1762643272.0282934,0.0
36505.0,41.9921875,-944.82421875,-10.7421875,-20.5078125,0.0,1762643272.0310326,0.0
36505.0,22.4609375,940.91796875,743.65234375,21.484375,0.0,1762643272.0337715,0.0
36505.0,-12.6953125,945.3125,557.6171875,7.8125,0.0,1762643272.0365105,0.0
36505.0,-57.6171875,972.16796875,-504.39453125,-76.171875,0.0,1762643272.0392497,0.0
36505.0,-46.875,967.28515625,-481.93359375,-90.33203125,0.0,1762643272.0419888,0.0
36505.0,-29.78515625,967.28515625,142.578125,-34.1796875,0.0,1762643272.0447278,0.0
36505.0,-35.64453125,967.28515625,370.1171875,-10.7421875,0.0,1762643272.0474668,0.0
36505.0,-46.875,980.46875,-158.69140625,-55.17578125,0.0,1762643272.050206,0.0
36506.0,-24.90234375,913.0859375,-196.77734375,-68.84765625,0.0,1762643272.0537846,0.0
36506.0,-20.99609375,-979.00390625,413.0859375,-30.2734375,0.0,1762643272.0573635,0.0
36506.0,-48.33984375,814.94140625,737.3046875,-1.46484375,0.0,1762643272.0609422,0.0
36506.0,-134.765625,-579.1015625,-287.109375,-74.21875,0.0,1762643272.064521,0.0
36506.0,-104.00390625,-1000.0,-563.4765625,-114.74609375,0.0,1762643272.0680997,0.0
36506.0,-63.4765625,-935.05859375,2.44140625,-73.73046875,0.0,1762643272.0716786,0.0
36506.0,-56.640625,-1000.0,641.11328125,-22.4609375,0.0,1762643272.0752573,0.0
36506.0,-84.9609375,-1000.0,85.44921875,-51.26953125,0.0,1762643272.078836,0.0
36506.0,-138.18359375,-1000.0,-1000.0,-130.37109375,0.0,1762643272.0824149,0.0
36506.0,-82.51953125,-1000.0,-676.7578125,-90.33203125,0.0,1762643272.0859935,0.0
36506.0,-32.71484375,-1000.0,472.65625,-9.27734375,0.0,1762643272.0895724,0.0
36506.0,-76.171875,-1000.0,117.67578125,-28.3203125,0.0,1762643272.093151,0.0
36507.0,-92.28515625,-1000.0,-704.58984375,-88.37890625,0.0,1762643272.0968895,0.0
36507.0,-61.5234375,-1000.0,-574.70703125,-79.58984375,0.0,1762643272.1006277,0.0
36507.0,-19.04296875,-974.12109375,299.31640625,-17.578125,0.0,1762643272.104366,0.0
36507.0,-43.9453125,-984.375,483.3984375,-13.18359375,0.0,1762643272.1081045,0.0
36507.0,-85.9375,-1000.0,-512.6953125,-77.63671875,0.0,1762643272.1118426,0.0
36507.0,36.1328125,177.24609375,-65.4296875,-41.9921875,0.0,1762643272.115581,0.0
36507.0,63.96484375,-899.4140625,822.75390625,14.16015625,0.0,1762643272.1193194,0.0
36507.0,-7.32421875,907.2265625,-979.00390625,18.06640625,0.0,1762643272.1230576,0.0
36507.0,-51.26953125,966.30859375,169.921875,-33.203125,0.0,1762643272.126796,0.0
36507.0,-74.70703125,967.7734375,-673.33984375,-100.5859375,0.0,1762643272.1305344,0.0
36507.0,-41.9921875,967.28515625,-241.2109375,-62.01171875,0.0,1762643272.1342726,0.0
36507.0,-37.59765625,966.796875,237.3046875,-10.7421875,0.0,1762643272.138011,0.0
36508.0,-68.359375,966.796875,-237.3046875,-42.48046875,0.0,1762643272.141791,0.0
36508.0,-69.82421875,967.28515625,-740.72265625,-87.40234375,0.0,1762643272.1455712,0.0
36508.0,-46.38671875,967.28515625,-404.78515625,-72.265625,0.0,1762643272.1493511,0.0
36508.0,-36.62109375,967.28515625,386.71875,-25.87890625,0.0,1762643272.1531312,0.0
36508.0,-46.38671875,968.75,501.953125,-17.08984375,0.0,1762643272.1569114,0.0
36508.0,-52.24609375,960.44921875,40.0390625,-59.08203125,0.0,1762643272.1606915,0.0
36508.0,-12.6953125,915.52734375,471.6796875,-54.19921875,0.0,1762643272.1644716,0.0
36508.0,-3.41796875,-906.73828125,979.00390625,0.0,0.0,1762643272.1682518,0.0
36508.0,-119.140625,72.75390625,376.46484375,-32.2265625,0.0,1762643272.1720319,0.0
36508.0,-187.01171875,-1000.0,-781.73828125,-125.0,0.0,1762643272.1758118,0.0
36508.0,-65.91796875,-969.23828125,-224.12109375,-101.07421875,0.0,1762643272.179592,0.0
36508.0,-39.0625,-981.4453125,594.23828125,-42.48046875,0.0,1762643272.183372,0.0
36509.0,-102.05078125,-1000.0,280.76171875,-38.0859375,0.0,1762643272.1871924,0.0
36509.0,-121.58203125,-1000.0,-585.44921875,-76.66015625,0.0,1762643272.191013,0.0
36509.0,-92.7734375,-1000.0,-908.203125,-103.02734375,0.0,1762643272.1948335,0.0
36509.0,-65.4296875,-970.703125,-489.74609375,-70.80078125,0.0,1762643272.198654,0.0
36509.0,-55.6640625,-992.1875,122.0703125,-16.11328125,0.0,1762643272.2024746,0.0
36509.0,-59.08203125,-1000.0,132.8125,-24.4140625,0.0,1762643272.206295,0.0
36509.0,2.44140625,220.21484375,-45.8984375,-39.55078125,0.0,1762643272.2101154,0.0
36509.0,27.34375,-902.34375,121.58203125,-27.34375,0.0,1762643272.213936,0.0
36509.0,-9.27734375,906.25,517.08984375,0.9765625,0.0,1762643272.2177565,0.0
36509.0,-57.6171875,968.26171875,165.52734375,-11.23046875,0.0,1762643272.221577,0.0
36509.0,-94.23828125,967.28515625,-865.234375,-83.49609375,0.0,1762643272.2253976,0.0
36509.0,-27.34375,967.28515625,-551.26953125,-73.73046875,0.0,1762643272.229218,0.0
36510.0,17.578125,967.28515625,645.99609375,0.9765625,0.0,1762643272.2332149,0.0
36510.0,-28.3203125,966.796875,703.61328125,16.11328125,0.0,1762643272.2372115,0.0
36510.0,-68.359375,966.796875,-251.46484375,-43.9453125,0.0,1762643272.2412083,0.0
36510.0,-35.64453125,979.4921875,-112.3046875,-64.94140625,0.0,1762643272.245205,0.0
36510.0,-40.0390625,895.99609375,282.71484375,-36.62109375,0.0,1762643272.2492018,0.0
36510.0,-45.8984375,-912.59765625,681.640625,-5.37109375,0.0,1762643272.2531986,0.0
36510.0,-92.28515625,499.51171875,248.046875,-56.640625,0.0,1762643272.2571952,0.0
36510.0,-159.66796875,-911.62109375,-668.45703125,-137.6953125,0.0,1762643272.261192,0.0
36510.0,-113.28125,-1000.0,-514.6484375,-103.02734375,0.0,1762643272.2651887,0.0
36510.0,-62.98828125,-948.73046875,326.66015625,-19.53125,0.0,1762643272.2691855,0.0
36510.0,-79.1015625,-1000.0,213.37890625,-23.92578125,0.0,1762643272.2731822,0.0
36510.0,-88.8671875,-1000.0,-495.60546875,-76.171875,0.0,1762643272.277179,0.0
36511.0,-73.2421875,-1000.0,-516.6015625,-72.265625,0.0,1762643272.2821646,0.0
36511.0,-47.8515625,-1000.0,66.89453125,-17.08984375,0.0,1762643272.28715,0.0
36511.0,-67.3828125,-998.53515625,31.73828125,-11.71875,0.0,1762643272.2921355,0.0
36511.0,-71.77734375,-941.89453125,-387.6953125,-60.05859375,0.0,1762643272.297121,0.0
36511.0,-48.33984375,-1000.0,-377.44140625,-67.3828125,0.0,1762643272.3021064,0.0
36511.0,17.578125,-175.29296875,267.08984375,9.27734375,0.0,1762643272.307092,0.0
36511.0,54.6875,-950.1953125,996.09375,61.03515625,0.0,1762643272.3120775,0.0
36511.0,-44.921875,944.3359375,36.62109375,-34.66796875,0.0,1762643272.3170629,0.0
36511.0,-63.4765625,943.359375,-644.04296875,-92.28515625,0.0,1762643272.3220484,0.0
36511.0,-41.015625,972.65625,-253.41796875,-50.29296875,0.0,1762643272.327034,0.0
36511.0,-28.3203125,967.28515625,416.9921875,6.8359375,0.0,1762643272.3320193,0.0
36511.0,-45.41015625,967.28515625,52.734375,-13.671875,0.0,1762643272.337005,0.0
36512.0,-72.75390625,967.28515625,-792.96875,-89.84375,0.0,1762643272.3406205,0.0
36512.0,-47.36328125,966.796875,-543.45703125,-74.70703125,0.0,1762643272.344236,0.0
36512.0,-24.4140625,967.28515625,304.6875,1.953125,0.0,1762643272.3478513,0.0
36512.0,-51.7578125,967.28515625,147.4609375,3.90625,0.0,1762643272.351467,0.0
36512.0,-65.91796875,981.93359375,-604.00390625,-59.08203125,0.0,1762643272.3550825,0.0
36512.0,-25.390625,903.80859375,-150.390625,-59.08203125,0.0,1762643272.358698,0.0
36512.0,-4.39453125,-951.66015625,820.3125,-8.7890625,0.0,1762643272.3623133,0.0
36512.0,-65.91796875,715.33203125,674.8046875,-12.6953125,0.0,1762643272.365929,0.0
36512.0,-166.50390625,-711.9140625,-525.87890625,-113.28125,0.0,1762643272.3695445,0.0
36512.0,-131.34765625,-1000.0,-773.92578125,-145.01953125,0.0,1762643272.37316,0.0
36512.0,-63.4765625,-937.01171875,-0.48828125,-68.84765625,0.0,1762643272.3767753,0.0
36512.0,-50.29296875,-1000.0,634.27734375,-15.13671875,0.0,1762643272.380391,0.0
36513.0,-80.078125,-1000.0,28.3203125,-58.59375,0.0,1762643272.3840108,0.0
36513.0,-68.84765625,-1000.0,-494.140625,-98.14453125,0.0,1762643272.3876305,0.0
36513.0,-65.4296875,-1000.0,-312.98828125,-81.54296875,0.0,1762643272.3912504,0.0
36513.0,-94.7265625,-932.12890625,-113.76953125,-61.03515625,0.0,1762643272.3948703,0.0
36513.0,-112.3046875,-1000.0,-644.53125,-82.51953125,0.0,1762643272.3984902,0.0
